Certification Number;Certification Date;Technology Partner;Server Name;Operating System;Database Release;CPU Architecture;CPU Speed;Processors;Cores;Threads;Memory;Cache;Pdf Link;Comments;Benchmark Users;Average Response Time;Average database dialog request time;Average database update request time;Dialog Steps Per Hour;Fully Processed Line Items Per Hour;saps;Ran concurrent with;Configuration;Environment;SAP Business Suite
2004040;2004-07-13;IBM;IBM eServer p5 Model 570;AIX 5.3;DB2 UDB 8.1;POWER5;1.9 GHz;16;;;128;32 KB(D) + 64 KB(I) L1 cache per processor,1.92 MB L2 cache and 36 MB L3 cache per 2 processors;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4004.pdf;;5056;1.99;;;1518000;506000;25300;;2-tier;Bare-Metal;4,7
2004039;2004-07-08;Sun Microsystems;Sun Fire Model E25k;Solaris 9;Oracle 9i;UltraSPARC IV;1.2 GHz;72;;;576;128 KB(D) + 64 KB(I) L1 cache, 16 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3904.pdf;;10175;1.95;;;3064000;1021330;51070;;2-tier;Bare-Metal;4,7
2004038;2004-06-29;Dell;2x Dell PowerEdge Model 6650;Redhat Enterprise Linux 3;Oracle 9i Real Application Clusters (RAC);Intel XEON MP;3.0 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 4 MB L3 cache;https://www.sap.com/dmc/benchmark/sd_parallel/Cert04038.pdf;Application Servers ran on database servers;1350;1.97;;;406000;135330;6770;;SD Parallel - With Round Robin;Bare-Metal;SAP R/3 4.70
2004037;2004-06-17;HP;HP Integrity Model rx7620;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;8;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3704.pdf;;1240;1.9;;;375000;125000;6250;;2-tier;Bare-Metal;4,7
2004036;2004-06-17;HP;HP Integrity Model rx4640-8;HP-UX 11i;Oracle 10g;Intel Itanium 2;1.1 GHz;8;;;24;32 KB L1 cache, 256 KB L2 cache, 4 MB L3 cache per processor, and 32 MB L4 cache per module;https://www.sap.com/dmc/benchmark/sd3/Cert3604.pdf;;17184;1.7;;;5286000;1762000;88100;;3-tier;Bare-Metal;4,7
2004035;2004-06-17;IBM;IBM eServer BladeCenter HS40;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel XEON MP;3 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 4 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3504.pdf;;700;1.97;;;210000;70000;3500;;2-tier;Bare-Metal;4,7
2004034;2004-06-17;Bull;Bull NovaScale Model 5160;Windows Server 2003 Datacenter Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;16;;;64;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3404.pdf;;2230;1.73;;;684000;228000;11400;;2-tier;Bare-Metal;4,7
2004033;2004-06-11;Langchao;Langchao SP3000;Windows Server 2003 Enterprise Edition for IA 64;SQL Server 2000 (64-bit);Intel Itanium 2;1.5 GHz;4;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3304.pdf;;500;1.76;;;153000;51000;2550;;2-tier;Bare-Metal;4.70 (64-bit)
2004032;2004-06-07;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RXI300;Windows Server 2003 Enterprise Edition for IA 64;SQL Server 2000 (64-bit);Intel Itanium 2;1.5 GHz;2;;;12;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3204.pdf;;347;1.92;;;105000;35000;1750;;2-tier;Bare-Metal;4.70 (64-bit)
2004031;2004-06-07;IBM;IBM eServer BladeCenter HS20;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel XEON DP;3.2 GHz;2;;;6;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3104.pdf;;428;1.99;;;128000;42670;2130;;2-tier;Bare-Metal;4,7
2004030;2004-06-04;HP;HP Integrity Model rx4640-8;HP-UX 11i;Oracle 9i;Intel Itanium 2;1.5 GHz;4;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3004.pdf;;880;1.89;;;266000;88670;4430;;2-tier;Bare-Metal;4,7
2004029;2004-06-01;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BX300;SUSE Linux Enterprise Server 8;SAP DB 7.3.0;Intel Pentium M;1.8 GHz;1;;;4;32 KB L1 cache, 2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2904.pdf;;167;1.96;;;50000;16670;830;;2-tier;Bare-Metal;4,7
2004028;2004-06-01;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BX600;SUSE Linux Enterprise Server 8;SAP DB 7.3.0;Intel XEON DP;3.2 GHz;2;;;6;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2804.pdf;;385;1.95;;;116000;38670;1930;;2-tier;Bare-Metal;4,7
2004027;2004-05-25;IBM;IBM eServer i5 Model 520;i5/OS V5R3;DB2 UDB for i5/OS V5R3;POWER5;1.65 GHz;2;;;8;32 KB(D) + 64 KB(I) L1 cache per processor;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2704.pdf;;433;1.98;;;130000;43330;2170;;2-tier;Bare-Metal;4,7
2004025;2004-05-10;Sun Microsystems;Sun Fire Model V20z;SUSE Linux Enterprise Server 8 (64-bit);Oracle 9i;AMD Opteron 248 series processor;2.2 GHz;2;;;16;128 KB L1 cache, 1 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2504.pdf;;410;1.84;;;125000;41670;2080;;2-tier;Bare-Metal;4.70 (32-bit)
2004024;2004-05-10;HP;HP ProLiant Model DL585;Windows Server 2003 Enterprise Edition (32-bit);SQL Server 2000;AMD Opteron 850 series processor;2.4 GHz;4;;;12;128 KB L1 cache, 1 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2404.pdf;;770;1.95;;;232000;77330;3870;;2-tier;Bare-Metal;4.70 (32-bit)
2004023;2004-05-06;Hitachi;Hitachi HA8000 Model 130;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel XEON DP;3.2 GHz;2;;;6;20 KB L1 cache, 512 KB L2 cache, 1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2304.pdf;;265;1.89;;;80000;26670;1330;;2-tier;Bare-Metal;4,7
2004022;2004-05-06;NEC;NEC Express5800 Model 1320Xd;Windows Server 2003 Datacenter Edition (64-bit);SQL Server 2000;Intel Itanium 2;1.5 GHz;32;;;128;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2204.pdf;;4900;1.94;;;1477000;492330;24640;;2-tier;Bare-Metal;4.70 (64-bit)
2004020;2004-04-29;HP;HP Integrity Model rx4640-8;HP-UX 11i;Oracle 9i;4 HP mx2 dual processor modules Itanium 2;1.1 GHz;8;;;24;32 KB L1 cache, 256 KB L2 cache, 4 MB L3 cache per processor, and 32 MB L4 cache per module;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2004.pdf;;1320;1.98;;;397000;132330;6620;;2-tier;Bare-Metal;4,7
2004019;2004-04-21;IBM;IBM xSeries 365 Model 88626RX;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel XEON MP;3 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 4 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1904.pdf;;720;1.93;;;217000;72330;3620;;2-tier;Bare-Metal;4,7
2004018;2004-04-19;HP;HP ProLiant Model DL585;Windows Server 2003 Enterprise Edition;SQL Server 2000;AMD Opteron 848 series processor;2.2 GHz;4;;;16;128 KB L1 cache, 1 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1804.pdf;;712;1.95;;;214000;71330;3570;;2-tier;Bare-Metal;4,7
2004017;2004-04-01;HP;HP ProLiant Model DL580 G2;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;3 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 4 MB L3 cache;https://www.sap.com/dmc/benchmark/2017/Cert1704.pdf;;8016;1.99;;;2407000;802330;40120;;3-tier;Bare-Metal;4,7
2004016;2004-04-01;HP;HP Integrity Model rx4640;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;4;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1604.pdf;;717;1.95;;;216000;72000;3600;;2-tier;Bare-Metal;4,7
2004015;2004-03-04;NEC;NEC NX7700 Model i9510;HP-UX 11.23;Oracle 9i;Intel Itanium 2;1.5 GHz;32;;;136;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1504.pdf;;4750;1.89;;;1438000;479330;23970;;2-tier;Bare-Metal;4,7
2004014;2004-03-02;Bull;Bull NovaScale Model 5080;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;8;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0414.pdf;;1300;1.84;;;395000;131670;6580;;2-tier;Bare-Metal;4,7
2004013;2004-03-02;HP;HP ProLiant Model DL580 G2;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;3 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 4 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1304.pdf;;667;1.99;;;200000;66670;3330;;2-tier;Bare-Metal;4,7
2004012;2004-03-02;HP;HP ProLiant Model BL20p G2;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon DP;3.2 GHz;2;;;8;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1204.pdf;;408;1.97;;;123000;41000;2050;;2-tier;Bare-Metal;4,7
2004011;2004-03-02;IBM;IBM xSeries 445 Model 8870-42X;Windows Server 2003 Datacenter Edition;DB2 UDB 8.1;Intel Xeon MP;3 GHz;16;;;32;20 KB L1 cache, 512 KB L2 cache, 4 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1104.pdf;;2050;1.97;;;617000;205670;10280;;2-tier;Bare-Metal;4,7
2004010;2004-03-02;IBM;IBM xSeries 445 Model 8870-42X;Windows Server 2003 Datacenter Edition;DB2 UDB 8.1;Intel Xeon MP;3 GHz;8;;;16;20 KB L1 cache, 512 KB L2 cache, 4 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert1004.pdf;;1165;1.97;;;350000;116670;5830;;2-tier;Bare-Metal;4,7
2004009;2004-02-26;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RX800;SUSE Linux Enterprise Server 8;SAP DB 7.3.0.28;Intel Xeon MP;2.8 GHz;8;;;16;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0904.pdf;;955;1.99;;;287000;95670;4780;;2-tier;Bare-Metal;4,7
2004008;2004-02-13;NEC;NEC Express5800 Model 1320Xd;Windows Server 2003 Datacenter Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;32;;;128;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0804.pdf;;4400;1.85;;;1337000;446670;22280;;2-tier;Bare-Metal;4,7
2004007;2004-02-11;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model BX600;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon DP;3.06 GHz;2;;;4;8 KB L1 cache, 512 KB L2 cache, 1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0704.pdf;;315;1.97;;;95000;31670;1580;;2-tier;Bare-Metal;4,7
2004006;2004-02-10;Sun Microsystems;Sun Fire E20K;Solaris 9;Oracle 9i;UltraSPARC IV;1.2 GHz;36;;;288;192 KB L1 cache, 16 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0604.pdf;;5050;1.72;;;1552000;517330;25870;;2-tier;Bare-Metal;4,7
2004005;2004-02-10;Sun Microsystems;Sun Fire E4900;Solaris 9;Oracle 9i;UltraSPARC IV;1.2 GHz;2;;;32;192 KB L1 cache, 16 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0504.pdf;;320;1.83;;;97000;32330;1620;;2-tier;Bare-Metal;4,7
2004004;2004-02-09;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX600/RX600;SUSE Linux Enterprise Server 8;SAP DB 7.3.0;Intel Xeon MP;2.8 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0404.pdf;;536;1.92;;;162000;54000;2700;;2-tier;Bare-Metal;4,7
2004003;2004-01-13;IBM;IBM eServer xSeries 365 Model 8862-3RX;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel Xeon MP;2.8 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0304.pdf;;562;1.98;;;169000;56330;2820;;2-tier;Bare-Metal;4,7
2004002;2004-01-13;Unisys;Unisys ES7000 Model 550;Windows Server 2003 Datacenter Edition;SQL Server 2000;Intel Xeon MP;2.8 GHz;16;;;32;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0204.pdf;;1200;1.88;;;364000;121330;6070;;2-tier;Bare-Metal;4,7
2004001;2004-01-12;HP;HP 9000 Server Model Rp4440;HP-UX 11.11;Oracle 9i;PA-8800;1 GHz;8;;;32;768 KB(I) + 768 KB(D) L1 cache, 32 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert0104.pdf;;1240;1.97;;;373000;124330;6220;;2-tier;Bare-Metal;4,7
2003068;2003-12-29;NEC;NEC Express5800 Model 180Rd-4;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel XEON MP;2.8 GHz;8;;;16;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6803.pdf;;860;1.97;;;259000;86330;4320;;2-tier;Bare-Metal;4,7
2003067;2003-12-18;NEC;NEC Express5800 Model 1320Xd;Windows Server 2003 Datacenter Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;32;;;256;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6703.pdf;;4030;1.95;;;1215000;405000;20250;;2-tier;Bare-Metal;4,7
2003066;2003-12-18;HP;HP Integrity Model rx4640;HP-UX 11i;Oracle 9i;Intel Itanium 2;1.3 GHz;4;;;16;32 KB L1 cache, 256 KB L2 cache, 3 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6603.pdf;;715;1.98;;;215000;71670;3580;;2-tier;Bare-Metal;4,7
2003065;2003-12-18;Bull;Bull NovaScale Model 5080;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;8;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6503.pdf;;1150;1.35;;;365000;121670;6080;;2-tier;Bare-Metal;4,7
2003064;2003-12-16;HP;HP Integrity Superdome;Windows Server 2003 Datacenter Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;16;;;128;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6403.pdf;;2160;1.93;;;652000;217330;10870;;2-tier;Bare-Metal;4,7
2003063;2003-12-09;IBM;IBM xSeries 455 Model 8855-3RX;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel Itanium 2;1.5 GHz;8;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6303.pdf;;1200;1.88;;;364000;121330;6070;;2-tier;Bare-Metal;4,7
2003062;2003-12-01;HP;HP Integrity rx8620;HP-UX 11i;Oracle 9i;Intel Itanium 2;1.5 GHz;16;;;64;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6203.pdf;;2880;1.95;;;867000;289000;14450;;2-tier;Bare-Metal;4,7
2003061;2003-12-01;HP;HP rx4640;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;4;;;8;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd3/Cert6103.pdf;;7800;1.22;;;2503000;834330;41720;;3-tier;Bare-Metal;4,7
2003060;2003-12-01;Hitachi;Hitachi HA8500 Model 630;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;8;;;16;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert6003.pdf;;400;0.12;;;142000;47330;2370;;2-tier;Bare-Metal;4,7
2003059;2003-11-28;NEC;NEC Express 5800 Model 140Rc-4;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2.8 GHz;4;;;4;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5903.pdf;;499;1.92;;;151000;50330;2520;;2-tier;Bare-Metal;4,7
2003058;2003-11-14;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model TX600/RX600;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2.8 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5803.pdf;;542;1.93;;;164000;54670;2730;;2-tier;Bare-Metal;4,7
2003057;2003-11-10;IBM;IBM xSeries 455 Model 855-3RX;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel Itanium 2;1.5 GHz;4;;;16;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5703.pdf;;655;1.86;;;199000;66330;3320;;2-tier;Bare-Metal;4,7
2003056;2003-11-10;IBM;IBM xSeries 445 Model 8870-4RX;Windows Server 2003 Datacenter Edition;DB2 UDB 8.1;Intel Xeon MP;2.8 GHz;16;;;32;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5603.pdf;;1520;1.98;;;457000;152330;7620;;2-tier;Bare-Metal;4,7
2003055;2003-11-07;Dell;Dell PowerEdge 6650;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2.8 GHz;4;;;8;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5503.pdf;;420;1.91;;;127000;42330;2120;;2-tier;Bare-Metal;4,7
2003054;2003-11-04;IBM;IBM xSeries 445 Model 8870-4RY;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel Xeon DP;3 GHz;4;;;8;12 KB L1 cache, 512 KB L2 cache, 128 MB L4 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5403.pdf;;456;1.97;;;137000;45670;2280;;2-tier;Bare-Metal;4,7
2003052;2003-10-17;Fujitsu Siemens Computers;Fujitsu Siemens Computers PRIMERGY Model RX800;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2.8 GHz;8;;;16;20 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5203.pdf;;900;1.98;;;271000;90330;4520;;2-tier;Bare-Metal;4,7
2003051;2003-10-17;Hitachi;Hitachi HA8000 Model 270;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2.8 GHz;4;;;8;8 KB L1 cache, 512 KB L2 cache, 2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5103.pdf;;380;1.89;;;115000;38330;1920;;2-tier;Bare-Metal;4,7
2003050;2003-10-09;NEC;NEC Express 5800 Model 1320Xd;Windows Server 2003 Datacenter Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;32;;;256;32 KB L1 cache, 256 KBL2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert5003.pdf;;3850;1.81;;;1174000;391330;19570;;2-tier;Bare-Metal;4,7
2003049;2003-10-08;HP;HP ProLiant Model BL20p G2;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Xeon DP;3.06 GHz;2;;;8;8 KB L1 cache, 512 KB L2 cache, 1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4903.pdf;;329;1.99;;;99000;33000;1650;;2-tier;Bare-Metal;4,7
2003048;2003-10-08;Fujitsu Siemens Computers;Fujitsu Siemens Computers Primergy Model RXI600;Windows Server 2003 Enterprise Edition;SQL Server 2000;Intel Itanium 2;1.5 GHz;4;;;16;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4803.pdf;;685;1.92;;;207000;69000;3450;;2-tier;Bare-Metal;4,7
2003047;2003-09-29;NEC;NEC Express 5800 Model 320Lb;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon;2.4 GHz;2;;;3;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4703.pdf;;180;1.37;;;57000;19000;950;;2-tier;Bare-Metal;4,7
2003045;2003-09-12;HP;HP rx7620;HP-UX 11i;Oracle 9i;Intel Itanium 2;1.5 GHz;8;;;32;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4503.pdf;;1500;1.95;;;452000;150670;7530;;2-tier;Bare-Metal;4,7
2003042;2003-08-29;Dell;Dell PowerEdge 2650;Windows Server 2003;SQL Server 2000 Enterprise Edition;Intel Xeon;3.06 GHz;2;;;4;512 KB L2 cache, 1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4203.pdf;;290;1.83;;;88000;29330;1470;;2-tier;Bare-Metal;4,7
2003041;2003-08-29;Dell;Dell PowerEdge 1750;Windows Server 2003;SQL Server 2000 Enterprise Edition;Intel Xeon;3.06 GHz;2;;;4;512 KB L2 cache, 1 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4103.pdf;;285;1.58;;;89000;29670;1480;;2-tier;Bare-Metal;4,7
2003040;2003-08-01;IBM;IBM xSeries 445 Model 8870-4RX;Windows Enterprise Server 2003;DB2 UDB 8.1;Intel Xeon MP;2.86 GHz;8;;;16;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert4003.pdf;;950;1.88;;;288000;96000;4800;;2-tier;Bare-Metal;4,7
2003039;2003-07-14;HP;HP ProLiant Model DL760 G2;Windows 2003 Enterprise Edition;SQL Server 2000;Intel Xeon MP;2.87 GHz;8;;;8;2 MB L3;https://www.sap.com/dmc/benchmark/sd3/Cert3903.pdf;;11200;1.9;;;3387000;1129000;56450;;3-tier;Bare-Metal;4,7
2003037;2003-07-14;Bull;Bull NovaScale Model 4040;Windows Server 2003 Enterprise Edition;SQL Server 2000 Enterprise Edition;Intel Itanium 2;1.53 GHz;4;;;16;32 KB L1 cache, 256 KB L2 cache, 6 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3703.pdf;;670;1.87;;;203000;67670;3380;;2-tier;Bare-Metal;4,7
2003036;2003-06-30;HP;hp ProLiant Model DL560;SUSE Linux Enterprise Server 8;Oracle 9i;Intel Xeon MP;2.8 GHz;4;;;12;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3603.pdf;;491;1.97;;;148000;49330;2470;;2-tier;Bare-Metal;4,7
2003035;2003-06-30;IBM;IBM xSeries 445 Model 8870-4RX;Windows Enterprise Server 2003;DB2 UDB 8.1;Intel Xeon MP;2.8 GHz;4;;;8;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3503.pdf;;525;1.97;;;158000;52670;2630;;2-tier;Bare-Metal;4,7
2003034;2003-06-30;Unisys;Unisys ES7000 Orion 540;Windows Server 2003 Datacenter Edition;SQL Server 2000;Intel Xeon MP;2.04 GHz;16;;;20;2 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3403.pdf;;1065;1.92;;;322000;107330;5370;;2-tier;Bare-Metal;4,7
2003033;2003-06-30;Mitsubishi;apricot FT8600 Model 440Ra;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon;2.04 GHz;4;;;9;2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3303.pdf;;351;1.86;;;107000;35670;1780;;2-tier;Bare-Metal;4,7
2003032;2003-06-04;Mitsubishi;Apricot FT8600 Modell 220Ra;Windows 2000 Advanced Server;SQL Server 2000;Intel Xeon;3.06 GHz;2;;;6;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3203.pdf;;191;1.9;;;58000;19330;970;;2-tier;Bare-Metal;4,7
2003031;2003-04-30;Bull;Bull NovaScale Model 4040;SUSE Linux Enterprise Server 8;SAP DB 7.3;Intel Itanium II;1 GHz;4;;;7;32 KB L1 cache/ 256 KB L2 cache/ 3 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3103.pdf;;470;1.74;;;144000;48000;2400;;2-tier;Bare-Metal;4.6C
2003030;2003-04-30;Fujitsu;Fujitsu PRIMEPOWER 2500;Solaris 8;Oracle 9i;SPARC64 V;1.3 GHz;128;;;512;256 KB L1 cache/ 2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert3003.pdf;;13000;1.87;;;3942000;1314000;65700;;2-tier;Bare-Metal;4.6C
2003029;2003-04-30;Fujitsu;Fujitsu PRIMEPOWER 2500;Solaris 8;Oracle 9i;SPARC64 V;1.3 GHz;64;;;256;256 KB L1 cache/ 2 MB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2903.pdf;;7550;1.95;;;2274000;758000;37900;;2-tier;Bare-Metal;4.6C
2003028;2003-04-25;IBM;IBM eServer xSeries 440 Model 8687-4RY;Windows Server 2003 Enterprise Edition;DB2 V 8.1;Intel Xeon DP;2.4 GHz;4;;;8;512 KB L2 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2803.pdf;;396;1.92;;;120000;40000;2000;;2-tier;Bare-Metal;4.6C
2003027;2003-04-22;IBM;IBM xSeries 450 Model 8688-3RX;Windows Server 2003 Enterprise Edition;DB2 UDB 8.1;Intel Itanium II;1 GHz;4;;;16;3 MB L3 cache;https://www.sap.com/dmc/benchmark/sd2/archive/Cert2703.pdf;;515;1.96;;;155000;51670;2580;;2-tier;Bare-Metal;4.6C
